Repository,Repo URL,Commit SHA,Commit Date (UTC),Commit URL,File Path,Line,File URL at Commit,Signal,Category,Code Snippet,Short Description
florentbo/advent-of-code,https://github.com/florentbo/advent-of-code,ae132788462d206a0c3f7c20fb11f0ad5e9067ab,2023-12-31T16:00:15Z,https://github.com/florentbo/advent-of-code/commit/ae132788462d206a0c3f7c20fb11f0ad5e9067ab,src/main/java/be/bonamis/advent/year2023/Day17.java,21,https://github.com/florentbo/advent-of-code/blob/ae132788462d206a0c3f7c20fb11f0ad5e9067ab/src/main/java/be/bonamis/advent/year2023/Day17.java#L21,Stream.of(,Streams,"19: @Slf4j
   20: @Getter
>> 21: public class Day17 extends DaySolver<String> {
   22: 
   23:   private final CharGrid charGrid;",Uses Java streams for data processing.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,826565540fc7f5bc294cb42176ad62e429db7dd8,2018-01-26T15:40:54Z,https://github.com/svmsangam/inventory-spring-mvc/commit/826565540fc7f5bc294cb42176ad62e429db7dd8,src/main/java/com/inventory/core/model/converter/UserConverter.java,19,https://github.com/svmsangam/inventory-spring-mvc/blob/826565540fc7f5bc294cb42176ad62e429db7dd8/src/main/java/com/inventory/core/model/converter/UserConverter.java#L19,parallelStream(,Parallel Streams,"17: /**
   18:  * @author manohar
>> 19:  */
   20: @Service
   21: public class UserConverter implements IConvertable<User, InvUserDTO>, IListConvertable<User, InvUserDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,443f7c5230c00c88d27f8192f394931db0c15e35,2018-02-12T04:29:02Z,https://github.com/svmsangam/inventory-spring-mvc/commit/443f7c5230c00c88d27f8192f394931db0c15e35,src/main/java/com/inventory/core/model/converter/EmployeeProfileConverter.java,20,https://github.com/svmsangam/inventory-spring-mvc/blob/443f7c5230c00c88d27f8192f394931db0c15e35/src/main/java/com/inventory/core/model/converter/EmployeeProfileConverter.java#L20,parallelStream(,Parallel Streams,"18:  * Created by dhiraj on 12/19/17.
   19:  */
>> 20: 
   21: @Service
   22: public class EmployeeProfileConverter implements IListConvertable<EmployeeProfile , EmployeeProfileDTO> , IConvertable<EmployeeProfile , EmployeeProfileDTO>{",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,a93b824e6b2c0ac34cff1837d76fc104abf8e67f,2017-08-15T16:39:12Z,https://github.com/svmsangam/inventory-spring-mvc/commit/a93b824e6b2c0ac34cff1837d76fc104abf8e67f,src/main/java/com/inventory/core/model/converter/StateInfoConverter.java,20,https://github.com/svmsangam/inventory-spring-mvc/blob/a93b824e6b2c0ac34cff1837d76fc104abf8e67f/src/main/java/com/inventory/core/model/converter/StateInfoConverter.java#L20,parallelStream(,Parallel Streams,"18:  * Created by dhiraj on 4/25/17.
   19:  */
>> 20: 
   21: @Service
   22: public class StateInfoConverter implements IConvertable<StateInfo, StateInfoDTO>, IListConvertable<StateInfo , StateInfoDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,4c289af6eed0fd62844cd2fa062b1406302feb84,2018-02-15T06:54:52Z,https://github.com/svmsangam/inventory-spring-mvc/commit/4c289af6eed0fd62844cd2fa062b1406302feb84,src/main/java/com/inventory/core/model/converter/AgentInfoConverter.java,17,https://github.com/svmsangam/inventory-spring-mvc/blob/4c289af6eed0fd62844cd2fa062b1406302feb84/src/main/java/com/inventory/core/model/converter/AgentInfoConverter.java#L17,parallelStream(,Parallel Streams,"15: 
   16: @Service
>> 17: public class AgentInfoConverter implements IListConvertable<AgentInfo , AgentInfoDTO> , IConvertable<AgentInfo , AgentInfoDTO>{
   18: 
   19:     @Autowired",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,02acdc186625d4650788bc88ac8b05f832dc6828,2018-01-16T16:08:30Z,https://github.com/svmsangam/inventory-spring-mvc/commit/02acdc186625d4650788bc88ac8b05f832dc6828,src/main/java/com/inventory/core/model/converter/StoreInfoConverter.java,20,https://github.com/svmsangam/inventory-spring-mvc/blob/02acdc186625d4650788bc88ac8b05f832dc6828/src/main/java/com/inventory/core/model/converter/StoreInfoConverter.java#L20,parallelStream(,Parallel Streams,"18: /**
   19:  * Created by dhiraj on 8/1/17.
>> 20:  */
   21: @Service
   22: public class StoreInfoConverter implements IConvertable<StoreInfo, StoreInfoDTO>, IListConvertable<StoreInfo, StoreInfoDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,5dc6e4ce62af2991563b8b1d1b497268b9e3dbe5,2017-08-24T16:38:49Z,https://github.com/svmsangam/inventory-spring-mvc/commit/5dc6e4ce62af2991563b8b1d1b497268b9e3dbe5,src/main/java/com/inventory/core/model/converter/StockInfoConverter.java,19,https://github.com/svmsangam/inventory-spring-mvc/blob/5dc6e4ce62af2991563b8b1d1b497268b9e3dbe5/src/main/java/com/inventory/core/model/converter/StockInfoConverter.java#L19,parallelStream(,Parallel Streams,"17: /**
   18:  * Created by dhiraj on 8/10/17.
>> 19:  */
   20: @Service
   21: public class StockInfoConverter implements IConvertable<StockInfo, StockInfoDTO>, IListConvertable<StockInfo, StockInfoDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,42350e8c316a6f31dda4d6b9fd014693db92dd8b,2018-02-05T08:08:31Z,https://github.com/svmsangam/inventory-spring-mvc/commit/42350e8c316a6f31dda4d6b9fd014693db92dd8b,src/main/java/com/inventory/core/model/converter/SubscriberConverter.java,20,https://github.com/svmsangam/inventory-spring-mvc/blob/42350e8c316a6f31dda4d6b9fd014693db92dd8b/src/main/java/com/inventory/core/model/converter/SubscriberConverter.java#L20,parallelStream(,Parallel Streams,"18: /**
   19:  * Created by dhiraj on 1/25/18.
>> 20:  */
   21: @Service
   22: public class SubscriberConverter implements IListConvertable<Subscriber , SubscriberDTO> , IConvertable<Subscriber , SubscriberDTO>{",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,122b9c6fafe75fa938bb1975554df8d22cc8cb59,2019-12-22T17:00:10Z,https://github.com/svmsangam/inventory-spring-mvc/commit/122b9c6fafe75fa938bb1975554df8d22cc8cb59,src/main/java/com/inventory/core/model/converter/ItemInfoConverter.java,21,https://github.com/svmsangam/inventory-spring-mvc/blob/122b9c6fafe75fa938bb1975554df8d22cc8cb59/src/main/java/com/inventory/core/model/converter/ItemInfoConverter.java#L21,parallelStream(,Parallel Streams,"19: /**
   20:  * Created by dhiraj on 8/12/17.
>> 21:  */
   22: @Service
   23: public class ItemInfoConverter implements IConvertable<ItemInfo, ItemInfoDTO>, IListConvertable<ItemInfo, ItemInfoDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,62d131a954b538d891e614938f47999e756e12a9,2018-02-01T06:43:56Z,https://github.com/svmsangam/inventory-spring-mvc/commit/62d131a954b538d891e614938f47999e756e12a9,src/main/java/com/inventory/core/model/converter/OrderItemInfoConverter.java,18,https://github.com/svmsangam/inventory-spring-mvc/blob/62d131a954b538d891e614938f47999e756e12a9/src/main/java/com/inventory/core/model/converter/OrderItemInfoConverter.java#L18,parallelStream(,Parallel Streams,"16: /**
   17:  * Created by dhiraj on 8/30/17.
>> 18:  */
   19: @Service
   20: public class OrderItemInfoConverter implements IListConvertable<OrderItemInfo , OrderItemInfoDTO> , IConvertable<OrderItemInfo , OrderItemInfoDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,36411b1ab8e280bec3dfbd3d260786d1c32b282b,2018-01-31T06:22:39Z,https://github.com/svmsangam/inventory-spring-mvc/commit/36411b1ab8e280bec3dfbd3d260786d1c32b282b,src/main/java/com/inventory/core/model/converter/OrderReturnInfoConverter.java,22,https://github.com/svmsangam/inventory-spring-mvc/blob/36411b1ab8e280bec3dfbd3d260786d1c32b282b/src/main/java/com/inventory/core/model/converter/OrderReturnInfoConverter.java#L22,parallelStream(,Parallel Streams,"20: /**
   21:  * Created by dhiraj on 1/17/18.
>> 22:  */
   23: @Service
   24: public class OrderReturnInfoConverter implements IListConvertable<OrderReturnInfo , OrderReturnInfoDTO> , IConvertable<OrderReturnInfo , OrderReturnInfoDTO> {",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,9354437556751465901abae2aeb75fe6660d949e,2018-01-19T16:49:51Z,https://github.com/svmsangam/inventory-spring-mvc/commit/9354437556751465901abae2aeb75fe6660d949e,src/main/java/com/inventory/core/model/converter/NotificationConverter.java,18,https://github.com/svmsangam/inventory-spring-mvc/blob/9354437556751465901abae2aeb75fe6660d949e/src/main/java/com/inventory/core/model/converter/NotificationConverter.java#L18,parallelStream(,Parallel Streams,"16: /**
   17:  * Created by dhiraj on 1/19/18.
>> 18:  */
   19: @Service
   20: public class NotificationConverter implements IListConvertable<Notification , NotificationDTO> , IConvertable<Notification , NotificationDTO>{",Introduces parallel processing on a stream.
svmsangam/inventory-spring-mvc,https://github.com/svmsangam/inventory-spring-mvc,2a869c6b8c0b8a061fd9bc3f3ac5ccf7230c59c7,2018-02-04T08:15:39Z,https://github.com/svmsangam/inventory-spring-mvc/commit/2a869c6b8c0b8a061fd9bc3f3ac5ccf7230c59c7,src/main/java/com/inventory/core/model/converter/QualificationConverter.java,17,https://github.com/svmsangam/inventory-spring-mvc/blob/2a869c6b8c0b8a061fd9bc3f3ac5ccf7230c59c7/src/main/java/com/inventory/core/model/converter/QualificationConverter.java#L17,parallelStream(,Parallel Streams,"15: /**
   16:  * Created by dhiraj on 2/4/18.
>> 17:  */
   18: @Service
   19: public class QualificationConverter implements IConvertable<QualificationLevel, QualificationLevelDTO>, IListConvertable<QualificationLevel, QualificationLevelDTO> {",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,783859b6febc8e3a9c50853a94e24766650f0c90,2024-09-30T22:43:01Z,https://github.com/VideoGameSmash12/jrgrab/commit/783859b6febc8e3a9c50853a94e24766650f0c90,src/main/java/me/videogamesm12/jrgrab/destinations/JsonDestination.java,14,https://github.com/VideoGameSmash12/jrgrab/blob/783859b6febc8e3a9c50853a94e24766650f0c90/src/main/java/me/videogamesm12/jrgrab/destinations/JsonDestination.java#L14,parallelStream(,Parallel Streams,"12: 
   13: public class JsonDestination extends AbstractDestination
>> 14: {
   15:     private final Gson gson = new GsonBuilder().setPrettyPrinting().create();
   16:",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,818411c814da9ed00df635c32ef3f25817058b52,2025-03-24T20:21:23Z,https://github.com/VideoGameSmash12/jrgrab/commit/818411c814da9ed00df635c32ef3f25817058b52,src/main/java/me/videogamesm12/jrgrab/destinations/DownloadDestination.java,13,https://github.com/VideoGameSmash12/jrgrab/blob/818411c814da9ed00df635c32ef3f25817058b52/src/main/java/me/videogamesm12/jrgrab/destinations/DownloadDestination.java#L13,parallelStream(,Parallel Streams,"11: 
   12: public class DownloadDestination extends AbstractDestination
>> 13: {
   14:     public DownloadDestination(JRGConfiguration config)
   15:     {",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,818411c814da9ed00df635c32ef3f25817058b52,2025-03-24T20:21:23Z,https://github.com/VideoGameSmash12/jrgrab/commit/818411c814da9ed00df635c32ef3f25817058b52,src/main/java/me/videogamesm12/jrgrab/destinations/OptimizedDownloadDestination.java,21,https://github.com/VideoGameSmash12/jrgrab/blob/818411c814da9ed00df635c32ef3f25817058b52/src/main/java/me/videogamesm12/jrgrab/destinations/OptimizedDownloadDestination.java#L21,parallelStream(,Parallel Streams,"19: 
   20: public class OptimizedDownloadDestination extends DownloadDestination
>> 21: {
   22:     private final Gson gson = new GsonBuilder().setPrettyPrinting().create();
   23:     private final Map<String, JsonObject> fileMap = new HashMap<>();",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,850a5c390712a6ec7bf808c1df8636e4cc1815d7,2025-03-24T17:27:57Z,https://github.com/VideoGameSmash12/jrgrab/commit/850a5c390712a6ec7bf808c1df8636e4cc1815d7,src/main/java/me/videogamesm12/jrgrab/destinations/OptimizedAria2Destination.java,20,https://github.com/VideoGameSmash12/jrgrab/blob/850a5c390712a6ec7bf808c1df8636e4cc1815d7/src/main/java/me/videogamesm12/jrgrab/destinations/OptimizedAria2Destination.java#L20,parallelStream(,Parallel Streams,"18: /**
   19:  * <h1>OptimizedAria2Destination</h1>
>> 20:  * <p>A modified variant of {@link Aria2Destination} which avoids re-downloading the same files again and again, but at
   21:  * the cost of being significantly more stringent with its requirements.</p>
   22:  * <p>{@link Aria2Destination} works by sending all files we know of to the Aria2 daemon without regard for if the files",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,850a5c390712a6ec7bf808c1df8636e4cc1815d7,2025-03-24T17:27:57Z,https://github.com/VideoGameSmash12/jrgrab/commit/850a5c390712a6ec7bf808c1df8636e4cc1815d7,src/main/java/me/videogamesm12/jrgrab/destinations/UrlListDestination.java,13,https://github.com/VideoGameSmash12/jrgrab/blob/850a5c390712a6ec7bf808c1df8636e4cc1815d7/src/main/java/me/videogamesm12/jrgrab/destinations/UrlListDestination.java#L13,parallelStream(,Parallel Streams,"11: 
   12: public class UrlListDestination extends AbstractDestination
>> 13: {
   14:     public UrlListDestination(JRGConfiguration config)
   15:     {",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,850a5c390712a6ec7bf808c1df8636e4cc1815d7,2025-03-24T17:27:57Z,https://github.com/VideoGameSmash12/jrgrab/commit/850a5c390712a6ec7bf808c1df8636e4cc1815d7,src/main/java/me/videogamesm12/jrgrab/destinations/DeployHistoryDestination.java,13,https://github.com/VideoGameSmash12/jrgrab/blob/850a5c390712a6ec7bf808c1df8636e4cc1815d7/src/main/java/me/videogamesm12/jrgrab/destinations/DeployHistoryDestination.java#L13,parallelStream(,Parallel Streams,"11: 
   12: public class DeployHistoryDestination extends AbstractDestination
>> 13: {
   14:     public DeployHistoryDestination(JRGConfiguration config)
   15:     {",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,d28f43a5cd34f3d6f8a08f4e4e3f2392a1e515f7,2024-10-01T18:05:14Z,https://github.com/VideoGameSmash12/jrgrab/commit/d28f43a5cd34f3d6f8a08f4e4e3f2392a1e515f7,src/main/java/me/videogamesm12/jrgrab/destinations/Aria2Destination.java,17,https://github.com/VideoGameSmash12/jrgrab/blob/d28f43a5cd34f3d6f8a08f4e4e3f2392a1e515f7/src/main/java/me/videogamesm12/jrgrab/destinations/Aria2Destination.java#L17,parallelStream(,Parallel Streams,"15: 
   16: public class Aria2Destination extends AbstractDestination
>> 17: {
   18:     private final Gson gson = new GsonBuilder().setPrettyPrinting().create();
   19:",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,850a5c390712a6ec7bf808c1df8636e4cc1815d7,2025-03-24T17:27:57Z,https://github.com/VideoGameSmash12/jrgrab/commit/850a5c390712a6ec7bf808c1df8636e4cc1815d7,src/main/java/me/videogamesm12/jrgrab/destinations/FileListDestination.java,13,https://github.com/VideoGameSmash12/jrgrab/blob/850a5c390712a6ec7bf808c1df8636e4cc1815d7/src/main/java/me/videogamesm12/jrgrab/destinations/FileListDestination.java#L13,parallelStream(,Parallel Streams,"11: 
   12: public class FileListDestination extends AbstractDestination
>> 13: {
   14:     public FileListDestination(JRGConfiguration config)
   15:     {",Introduces parallel processing on a stream.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,818411c814da9ed00df635c32ef3f25817058b52,2025-03-24T20:21:23Z,https://github.com/VideoGameSmash12/jrgrab/commit/818411c814da9ed00df635c32ef3f25817058b52,src/main/java/me/videogamesm12/jrgrab/data/JRGConfiguration.java,18,https://github.com/VideoGameSmash12/jrgrab/blob/818411c814da9ed00df635c32ef3f25817058b52/src/main/java/me/videogamesm12/jrgrab/data/JRGConfiguration.java#L18,Arrays.stream(,Streams,"16: @Getter
   17: public class JRGConfiguration
>> 18: {
   19:     @Builder.Default
   20:     private String domain = ""setup.rbxcdn.com"";",Uses Java streams for data processing.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,d4556abe32827996d20f766dbd5cb15f473e66f5,2025-03-24T18:55:33Z,https://github.com/VideoGameSmash12/jrgrab/commit/d4556abe32827996d20f766dbd5cb15f473e66f5,src/main/java/me/videogamesm12/jrgrab/grabbers/DeployGrabber.java,16,https://github.com/VideoGameSmash12/jrgrab/blob/d4556abe32827996d20f766dbd5cb15f473e66f5/src/main/java/me/videogamesm12/jrgrab/grabbers/DeployGrabber.java#L16,Arrays.stream(,Streams,"14: /**
   15:  * <h1>DeployGrabber</h1>
>> 16:  * <p>Grabber that scrapes the DeployHistory.txt file present in most channels to find clients.</p>
   17:  * @implNote <p>Not always reliable for scraping non-live channels as Roblox started redacting the version hashes of
   18:  *              clients logged in the DeployHistory starting in 2022/2023.</p>",Uses Java streams for data processing.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,850a5c390712a6ec7bf808c1df8636e4cc1815d7,2025-03-24T17:27:57Z,https://github.com/VideoGameSmash12/jrgrab/commit/850a5c390712a6ec7bf808c1df8636e4cc1815d7,src/main/java/me/videogamesm12/jrgrab/grabbers/ClientSettingsGrabber.java,21,https://github.com/VideoGameSmash12/jrgrab/blob/850a5c390712a6ec7bf808c1df8636e4cc1815d7/src/main/java/me/videogamesm12/jrgrab/grabbers/ClientSettingsGrabber.java#L21,Arrays.stream(,Streams,"19: /**
   20:  * <h1>ClientSettingsGrabber</h1>
>> 21:  * <p>Grabber that finds the latest versions of the client from a provided channel using the clientsettings.roblox.com
   22:  * endpoint.</p>
   23:  */",Uses Java streams for data processing.
VideoGameSmash12/jrgrab,https://github.com/VideoGameSmash12/jrgrab,818411c814da9ed00df635c32ef3f25817058b52,2025-03-24T20:21:23Z,https://github.com/VideoGameSmash12/jrgrab/commit/818411c814da9ed00df635c32ef3f25817058b52,src/main/java/me/videogamesm12/jrgrab/data/RBXVersion.java,22,https://github.com/VideoGameSmash12/jrgrab/blob/818411c814da9ed00df635c32ef3f25817058b52/src/main/java/me/videogamesm12/jrgrab/data/RBXVersion.java#L22,Arrays.stream(,Streams,"20: @Getter
   21: public class RBXVersion
>> 22: {
   23:     private static final Pattern versionPattern = Pattern.compile(""^New (WindowsPlayer|MFCStudio|Studio|Studio64|Client) ([a-z0-9-]*) ?at ([0-9]{1,2}/[0-9]{1,2}/[0-9]{3,4} [0-9]{1,2}:[0-9]{2}:[0-9]{2} (AM|PM))(, file vers?ion: ([0-9]+, ?[0-9]+, ?[0-9]+, ?[0-9]+))?(, git hash: ([A-z0-9]+ ))?...(Done!)?"");
   24:     private static final DateFormat dateFormat = new SimpleDateFormat(""M'/'d'/'yyyy h':'mm':'ss a"");",Uses Java streams for data processing.
favourdan/furniture_store_BE,https://github.com/favourdan/furniture_store_BE,8d2ceb0e847d737361ce0492f1b643015ddaae48,2023-02-08T08:58:04Z,https://github.com/favourdan/furniture_store_BE/commit/8d2ceb0e847d737361ce0492f1b643015ddaae48,src/main/java/com/decagon/OakLandv1be/services/serviceImpl/PickupServiceImpl.java,26,https://github.com/favourdan/furniture_store_BE/blob/8d2ceb0e847d737361ce0492f1b643015ddaae48/src/main/java/com/decagon/OakLandv1be/services/serviceImpl/PickupServiceImpl.java#L26,parallelStream(,Parallel Streams,"24: @Service
   25: @RequiredArgsConstructor
>> 26: public class PickupServiceImpl implements PickupService {
   27:     private final PickupRepository pickupRepository;
   28:     private final PersonRepository personRepository;",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,cbec963c8ddbbb60b0d64fe24e5147a6063a4a8f,2023-11-22T01:29:37Z,https://github.com/egch/1Z0-829-preparation/commit/cbec963c8ddbbb60b0d64fe24e5147a6063a4a8f,src/main/java/org/enricogiurin/ocp17/book/ch10/ExampleWithReduce.java,5,https://github.com/egch/1Z0-829-preparation/blob/cbec963c8ddbbb60b0d64fe24e5147a6063a4a8f/src/main/java/org/enricogiurin/ocp17/book/ch10/ExampleWithReduce.java#L5,parallelStream(,Parallel Streams,"3: import java.util.List;
   4: 
>> 5: public class ExampleWithReduce {
   6: 
   7:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,144b533c054bb7f0ee55dd80c04a883b390a4cc8,2023-11-03T00:21:41Z,https://github.com/egch/1Z0-829-preparation/commit/144b533c054bb7f0ee55dd80c04a883b390a4cc8,src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ParallelStream.java,7,https://github.com/egch/1Z0-829-preparation/blob/144b533c054bb7f0ee55dd80c04a883b390a4cc8/src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ParallelStream.java#L7,parallelStream(,Parallel Streams,"5: import java.util.stream.IntStream;
   6: 
>> 7: public class ParallelStream {
   8: 
   9:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,6679e01e636a11619119d7fb8c935df383b16f7c,2024-01-04T23:22:01Z,https://github.com/egch/1Z0-829-preparation/commit/6679e01e636a11619119d7fb8c935df383b16f7c,src/main/java/org/enricogiurin/ocp17/book/ch10/ReduceToCountTotLengthOfString.java,5,https://github.com/egch/1Z0-829-preparation/blob/6679e01e636a11619119d7fb8c935df383b16f7c/src/main/java/org/enricogiurin/ocp17/book/ch10/ReduceToCountTotLengthOfString.java#L5,parallelStream(,Parallel Streams,"3: import java.util.List;
   4: 
>> 5: public class ReduceToCountTotLengthOfString {
   6: 
   7:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,557511f09bace3789ce2ae3d46040573fab4609b,2023-11-14T22:54:27Z,https://github.com/egch/1Z0-829-preparation/commit/557511f09bace3789ce2ae3d46040573fab4609b,src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/SequentialStream.java,7,https://github.com/egch/1Z0-829-preparation/blob/557511f09bace3789ce2ae3d46040573fab4609b/src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/SequentialStream.java#L7,parallelStream(,Parallel Streams,"5: import java.util.stream.Collectors;
   6: 
>> 7: public class SequentialStream {
   8: 
   9:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,144b533c054bb7f0ee55dd80c04a883b390a4cc8,2023-11-03T00:21:41Z,https://github.com/egch/1Z0-829-preparation/commit/144b533c054bb7f0ee55dd80c04a883b390a4cc8,src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ParallelWordsCount.java,7,https://github.com/egch/1Z0-829-preparation/blob/144b533c054bb7f0ee55dd80c04a883b390a4cc8/src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ParallelWordsCount.java#L7,parallelStream(,Parallel Streams,"5: 
   6: 
>> 7: public class ParallelWordsCount {
   8: 
   9:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,48867f423129042fe5c31222bc7d37da170ed4b1,2023-12-30T02:38:40Z,https://github.com/egch/1Z0-829-preparation/commit/48867f423129042fe5c31222bc7d37da170ed4b1,src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ParallelCollector.java,12,https://github.com/egch/1Z0-829-preparation/blob/48867f423129042fe5c31222bc7d37da170ed4b1/src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ParallelCollector.java#L12,parallelStream(,Parallel Streams,"10: import java.util.stream.Stream;
   11: 
>> 12: public class ParallelCollector {
   13: 
   14:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,48867f423129042fe5c31222bc7d37da170ed4b1,2023-12-30T02:38:40Z,https://github.com/egch/1Z0-829-preparation/commit/48867f423129042fe5c31222bc7d37da170ed4b1,src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ReduceParallelVsSequential.java,5,https://github.com/egch/1Z0-829-preparation/blob/48867f423129042fe5c31222bc7d37da170ed4b1/src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/ReduceParallelVsSequential.java#L5,parallelStream(,Parallel Streams,"3: import java.util.List;
   4: 
>> 5: public class ReduceParallelVsSequential {
   6: 
   7:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,98baa45b19689b1d11ad4872b0b002719e0775d3,2023-11-30T22:58:32Z,https://github.com/egch/1Z0-829-preparation/commit/98baa45b19689b1d11ad4872b0b002719e0775d3,src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/PredictableParallelStream.java,6,https://github.com/egch/1Z0-829-preparation/blob/98baa45b19689b1d11ad4872b0b002719e0775d3/src/main/java/org/enricogiurin/ocp17/book/ch13/parallelstream/PredictableParallelStream.java#L6,.parallel(),Parallel Streams,"4: import java.util.stream.LongStream;
   5: 
>> 6: public class PredictableParallelStream {
   7: 
   8:   public static void main(String[] args) {",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,16af263010481c6e1411a340dadcf78c82e70aed,2023-11-21T22:26:01Z,https://github.com/egch/1Z0-829-preparation/commit/16af263010481c6e1411a340dadcf78c82e70aed,src/main/java/org/enricogiurin/ocp17/book/ch13/lock/BankLock.java,7,https://github.com/egch/1Z0-829-preparation/blob/16af263010481c6e1411a340dadcf78c82e70aed/src/main/java/org/enricogiurin/ocp17/book/ch13/lock/BankLock.java#L7,.parallel(),Parallel Streams,"5: import java.util.stream.IntStream;
   6: 
>> 7: public class BankLock {
   8: 
   9:   private Lock vault = new ReentrantLock();",Introduces parallel processing on a stream.
egch/1Z0-829-preparation,https://github.com/egch/1Z0-829-preparation,6679e01e636a11619119d7fb8c935df383b16f7c,2024-01-04T23:22:01Z,https://github.com/egch/1Z0-829-preparation/commit/6679e01e636a11619119d7fb8c935df383b16f7c,src/main/java/org/enricogiurin/ocp17/book/ch10/UsageOfFindFirst.java,6,https://github.com/egch/1Z0-829-preparation/blob/6679e01e636a11619119d7fb8c935df383b16f7c/src/main/java/org/enricogiurin/ocp17/book/ch10/UsageOfFindFirst.java#L6,.parallel(),Parallel Streams,"4: import java.util.stream.IntStream;
   5: 
>> 6: public class UsageOfFindFirst {
   7: 
   8:   public static void main(String[] args) {",Introduces parallel processing on a stream.
