Repository,Repo URL,Commit SHA,Commit Date (UTC),Commit URL,File Path,Line,File URL at Commit,Signal,Category,Code Snippet,Short Description
StarRocks/starrocks-connector-for-apache-flink,https://github.com/StarRocks/starrocks-connector-for-apache-flink,ba84f11f61e6ac87808aeaf339230cfb1a100aa5,2024-04-17T02:25:01Z,https://github.com/StarRocks/starrocks-connector-for-apache-flink/commit/ba84f11f61e6ac87808aeaf339230cfb1a100aa5,src/test/java/com/starrocks/connector/flink/it/source/StarRocksSourceBaseTest.java,38,https://github.com/StarRocks/starrocks-connector-for-apache-flink/blob/ba84f11f61e6ac87808aeaf339230cfb1a100aa5/src/test/java/com/starrocks/connector/flink/it/source/StarRocksSourceBaseTest.java#L38,Arrays.stream(,Streams,"36: import java.io.IOException;
   37: import java.io.InputStream;
>> 38: import java.io.InputStreamReader;
   39: import java.io.PrintWriter;
   40: import java.net.ServerSocket;",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,1cb1a7ec5ffca4c7890925a13a90ca94aab33a25,2025-10-14T16:31:44Z,https://github.com/husonlab/splitstree6/commit/1cb1a7ec5ffca4c7890925a13a90ca94aab33a25,src/main/java/splitstree6/layout/tree/LayoutUtils.java,27,https://github.com/husonlab/splitstree6/blob/1cb1a7ec5ffca4c7890925a13a90ca94aab33a25/src/main/java/splitstree6/layout/tree/LayoutUtils.java#L27,parallelStream(,Parallel Streams,"25: import javafx.beans.property.BooleanProperty;
   26: import javafx.beans.property.StringProperty;
>> 27: import javafx.geometry.Point2D;
   28: import javafx.scene.Parent;
   29: import javafx.util.Duration;",Introduces parallel processing on a stream.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,2f5a1c77125a8e38afb1b2a5b03b2659fa27de56,2024-11-01T13:58:19Z,https://github.com/husonlab/splitstree6/commit/2f5a1c77125a8e38afb1b2a5b03b2659fa27de56,src/main/java/splitstree6/xtra/alts/AltsNonBinary.java,34,https://github.com/husonlab/splitstree6/blob/2f5a1c77125a8e38afb1b2a5b03b2659fa27de56/src/main/java/splitstree6/xtra/alts/AltsNonBinary.java#L34,parallelStream(,Parallel Streams,"32: import splitstree6.data.TreesBlock;
   33: import splitstree6.io.readers.ImportManager;
>> 34: import splitstree6.io.readers.trees.TreesReader;
   35: import splitstree6.xtra.hyperstrings.HyperSequence;
   36: import splitstree6.xtra.hyperstrings.ProgressiveSCS;",Introduces parallel processing on a stream.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,4c952006fd341d3b2201dc4fdc205e69cba7959f,2023-11-01T14:24:31Z,https://github.com/husonlab/splitstree6/commit/4c952006fd341d3b2201dc4fdc205e69cba7959f,src/main/java/splitstree6/algorithms/utils/SplitsBlockUtilities.java,26,https://github.com/husonlab/splitstree6/blob/4c952006fd341d3b2201dc4fdc205e69cba7959f/src/main/java/splitstree6/algorithms/utils/SplitsBlockUtilities.java#L26,parallelStream(,Parallel Streams,"24: import jloda.util.BitSetUtils;
   25: import jloda.util.CanceledException;
>> 26: import jloda.util.Pair;
   27: import jloda.util.progress.ProgressPercentage;
   28: import jloda.util.progress.ProgressSilent;",Introduces parallel processing on a stream.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,e354a2d49b8e6d8d6175dce51874da68c1afe15a,2024-11-19T10:39:40Z,https://github.com/husonlab/splitstree6/commit/e354a2d49b8e6d8d6175dce51874da68c1afe15a,src/main/java/splitstree6/view/splits/viewer/SplitsViewPresenter.java,62,https://github.com/husonlab/splitstree6/blob/e354a2d49b8e6d8d6175dce51874da68c1afe15a/src/main/java/splitstree6/view/splits/viewer/SplitsViewPresenter.java#L62,parallelStream(,Parallel Streams,"60: import splitstree6.main.SplitsTree6;
   61: import splitstree6.qr.SplitNewickQR;
>> 62: import splitstree6.splits.Compatibility;
   63: import splitstree6.splits.SplitNewick;
   64: import splitstree6.tabs.IDisplayTabPresenter;",Introduces parallel processing on a stream.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,6891eac64a4ca6c5d4ccc443735724ccc7f04f44,2024-03-17T03:44:27Z,https://github.com/husonlab/splitstree6/commit/6891eac64a4ca6c5d4ccc443735724ccc7f04f44,src/main/java/splitstree6/layout/tree/PaneLabel.java,14,https://github.com/husonlab/splitstree6/blob/6891eac64a4ca6c5d4ccc443735724ccc7f04f44/src/main/java/splitstree6/layout/tree/PaneLabel.java#L14,Arrays.stream(,Streams,"12:  * but WITHOUT ANY WARRANTY; without even the implied warranty of
   13:  * MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
>> 14:  * GNU General Public License for more details.
   15:  *
   16:  * You should have received a copy of the GNU General Public License",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,81bb40f0d80d3d9d1c7704538bf0e8749f4e988e,2025-01-29T20:02:03Z,https://github.com/husonlab/splitstree6/commit/81bb40f0d80d3d9d1c7704538bf0e8749f4e988e,src/main/java/splitstree6/tools/server/RequestHandler.java,15,https://github.com/husonlab/splitstree6/blob/81bb40f0d80d3d9d1c7704538bf0e8749f4e988e/src/main/java/splitstree6/tools/server/RequestHandler.java#L15,Arrays.stream(,Streams,"13:  * MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
   14:  * GNU General Public License for more details.
>> 15:  *
   16:  * You should have received a copy of the GNU General Public License
   17:  * along with this program.  If not, see <http://www.gnu.org/licenses/>.",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,b28cb1dcec7a51ef1ac54e2a1d0e9deca078c7df,2025-10-23T16:21:03Z,https://github.com/husonlab/splitstree6/commit/b28cb1dcec7a51ef1ac54e2a1d0e9deca078c7df,src/main/java/splitstree6/utils/CollapseIdenticalHyplotypes.java,22,https://github.com/husonlab/splitstree6/blob/b28cb1dcec7a51ef1ac54e2a1d0e9deca078c7df/src/main/java/splitstree6/utils/CollapseIdenticalHyplotypes.java#L22,Arrays.stream(,Streams,"20: package splitstree6.utils;
   21: 
>> 22: import jloda.fx.window.NotificationManager;
   23: import jloda.graph.Graph;
   24: import jloda.graph.algorithms.ConnectedComponents;",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,4d090fd574d002b90663a31f800ec950f3252340,2024-11-05T19:16:18Z,https://github.com/husonlab/splitstree6/commit/4d090fd574d002b90663a31f800ec950f3252340,src/main/java/splitstree6/dialog/importing/ImportTaxonTraits.java,19,https://github.com/husonlab/splitstree6/blob/4d090fd574d002b90663a31f800ec950f3252340/src/main/java/splitstree6/dialog/importing/ImportTaxonTraits.java#L19,Arrays.stream(,Streams,"17:  *  along with this program.  If not, see <http://www.gnu.org/licenses/>.
   18:  */
>> 19: 
   20: package splitstree6.dialog.importing;
   21:",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,96a5b4d52a5bd603ac057605fd83f1e5c0ac2228,2024-06-11T09:53:54Z,https://github.com/husonlab/splitstree6/commit/96a5b4d52a5bd603ac057605fd83f1e5c0ac2228,src/main/java/splitstree6/tabs/algorithms/treefilter/TreeFilterTabPresenter.java,25,https://github.com/husonlab/splitstree6/blob/96a5b4d52a5bd603ac057605fd83f1e5c0ac2228/src/main/java/splitstree6/tabs/algorithms/treefilter/TreeFilterTabPresenter.java#L25,Arrays.stream(,Streams,"23: import javafx.beans.WeakInvalidationListener;
   24: import javafx.beans.binding.Bindings;
>> 25: import javafx.scene.control.SelectionMode;
   26: import javafx.scene.control.cell.CheckBoxTableCell;
   27: import javafx.scene.control.cell.PropertyValueFactory;",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,665fe50f272c5edc3feaf53fe5d9624e493d7912,2024-12-27T16:07:23Z,https://github.com/husonlab/splitstree6/commit/665fe50f272c5edc3feaf53fe5d9624e493d7912,src/main/java/splitstree6/compute/phylofusion/PhyloFusionAlgorithm.java,19,https://github.com/husonlab/splitstree6/blob/665fe50f272c5edc3feaf53fe5d9624e493d7912/src/main/java/splitstree6/compute/phylofusion/PhyloFusionAlgorithm.java#L19,Arrays.stream(,Streams,"17:  *  along with this program.  If not, see <http://www.gnu.org/licenses/>.
   18:  */
>> 19: 
   20: package splitstree6.compute.phylofusion;
   21:",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,4d090fd574d002b90663a31f800ec950f3252340,2024-11-05T19:16:18Z,https://github.com/husonlab/splitstree6/commit/4d090fd574d002b90663a31f800ec950f3252340,src/main/java/splitstree6/dialog/analyzegenomes/AnalyzeGenomesPresenter.java,34,https://github.com/husonlab/splitstree6/blob/4d090fd574d002b90663a31f800ec950f3252340/src/main/java/splitstree6/dialog/analyzegenomes/AnalyzeGenomesPresenter.java#L34,Arrays.stream(,Streams,"32: import javafx.scene.control.Label;
   33: import javafx.scene.layout.Region;
>> 34: import javafx.stage.DirectoryChooser;
   35: import javafx.stage.FileChooser;
   36: import javafx.stage.Stage;",Uses Java streams for data processing.
husonlab/splitstree6,https://github.com/husonlab/splitstree6,ebeef63bee01be9b28da67c8ced232c52c55a41c,2023-09-30T07:40:40Z,https://github.com/husonlab/splitstree6/commit/ebeef63bee01be9b28da67c8ced232c52c55a41c,src/main/java/splitstree6/dialog/analyzegenomes/GenomesAnalyzer.java,30,https://github.com/husonlab/splitstree6/blob/ebeef63bee01be9b28da67c8ced232c52c55a41c/src/main/java/splitstree6/dialog/analyzegenomes/GenomesAnalyzer.java#L30,StreamSupport.stream(,Streams,"28: import jloda.seq.FastAFileIterator;
   29: import jloda.util.*;
>> 30: import jloda.util.progress.ProgressListener;
   31: import splitstree6.data.GenomesBlock;
   32: import splitstree6.data.TaxaBlock;",Uses Java streams for data processing.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,7c13baa4e9903be92015f9fce08ba96e1b4b454f,2023-05-22T16:55Z,https://github.com/ArcaneArts/CurseJava/commit/7c13baa4e9903be92015f9fce08ba96e1b4b454f,src/main/java/art/arcane/curse/util/JarLoader.java,19,https://github.com/ArcaneArts/CurseJava/blob/7c13baa4e9903be92015f9fce08ba96e1b4b454f/src/main/java/art/arcane/curse/util/JarLoader.java#L19,parallelStream(,Parallel Streams,"17:  */
   18: 
>> 19: package art.arcane.curse.util;
   20: 
   21: import art.arcane.curse.Curse;",Introduces parallel processing on a stream.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,4067ce434ef9310b605fc7dd330f8f5e07152fd1,2023-04-20T18:30:35Z,https://github.com/ArcaneArts/CurseJava/commit/4067ce434ef9310b605fc7dd330f8f5e07152fd1,src/main/java/art/arcane/curse/model/CursedMethod.java,22,https://github.com/ArcaneArts/CurseJava/blob/4067ce434ef9310b605fc7dd330f8f5e07152fd1/src/main/java/art/arcane/curse/model/CursedMethod.java#L22,Stream.of(,Streams,"20: import java.util.stream.Stream;
   21: 
>> 22: public class CursedMethod extends CursedExecutable {
   23:     private final Method method;
   24:",Uses Java streams for data processing.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,4cb95f4a8857f4b40a69109035ff3bf5d819121a,2023-04-16T23:35:37Z,https://github.com/ArcaneArts/CurseJava/commit/4cb95f4a8857f4b40a69109035ff3bf5d819121a,src/main/java/art/arcane/curse/model/CursedConstructor.java,11,https://github.com/ArcaneArts/CurseJava/blob/4cb95f4a8857f4b40a69109035ff3bf5d819121a/src/main/java/art/arcane/curse/model/CursedConstructor.java#L11,Stream.of(,Streams,"9: import java.util.stream.Stream;
   10: 
>> 11: public class CursedConstructor extends CursedExecutable {
   12:     private final Constructor<?> constructor;
   13:",Uses Java streams for data processing.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,4067ce434ef9310b605fc7dd330f8f5e07152fd1,2023-04-20T18:30:35Z,https://github.com/ArcaneArts/CurseJava/commit/4067ce434ef9310b605fc7dd330f8f5e07152fd1,src/main/java/art/arcane/curse/tweakers/TweakerClassGenerator.java,18,https://github.com/ArcaneArts/CurseJava/blob/4067ce434ef9310b605fc7dd330f8f5e07152fd1/src/main/java/art/arcane/curse/tweakers/TweakerClassGenerator.java#L18,Arrays.stream(,Streams,"16: import java.util.stream.Collectors;
   17: 
>> 18: public class TweakerClassGenerator {
   19:     public static <T> T interfaceDelegate(Class<?> tweaker, Class<?> itf, T theInterface) throws Throwable {
   20:         Class<?> on = theInterface.getClass();",Uses Java streams for data processing.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,a5f4f4ca683fcd5ec1a492b187c634a558e22b77,2023-05-23T11:06:52Z,https://github.com/ArcaneArts/CurseJava/commit/a5f4f4ca683fcd5ec1a492b187c634a558e22b77,src/main/java/art/arcane/curse/Curse.java,38,https://github.com/ArcaneArts/CurseJava/blob/a5f4f4ca683fcd5ec1a492b187c634a558e22b77/src/main/java/art/arcane/curse/Curse.java#L38,Arrays.stream(,Streams,"36: import java.util.stream.Stream;
   37: 
>> 38: public class Curse {
   39:     /**
   40:      * Find all classes with a method",Uses Java streams for data processing.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,7c13baa4e9903be92015f9fce08ba96e1b4b454f,2023-05-22T16:55Z,https://github.com/ArcaneArts/CurseJava/commit/7c13baa4e9903be92015f9fce08ba96e1b4b454f,src/main/java/art/arcane/curse/model/CursedComponent.java,24,https://github.com/ArcaneArts/CurseJava/blob/7c13baa4e9903be92015f9fce08ba96e1b4b454f/src/main/java/art/arcane/curse/model/CursedComponent.java#L24,Arrays.stream(,Streams,"22: @Accessors(chain = true, fluent = true)
   23: @AllArgsConstructor
>> 24: public class CursedComponent {
   25:     private final CursedContext context;
   26:",Uses Java streams for data processing.
ArcaneArts/CurseJava,https://github.com/ArcaneArts/CurseJava,5908239b0fbd39777377ff7db3d200401e45c4c0,2022-11-06T19:01:35Z,https://github.com/ArcaneArts/CurseJava/commit/5908239b0fbd39777377ff7db3d200401e45c4c0,src/main/java/art/arcane/curse/util/poet/CodeBlock.java,19,https://github.com/ArcaneArts/CurseJava/blob/5908239b0fbd39777377ff7db3d200401e45c4c0/src/main/java/art/arcane/curse/util/poet/CodeBlock.java#L19,StreamSupport.stream(,Streams,"17: 
   18: import javax.lang.model.element.Element;
>> 19: import javax.lang.model.type.TypeMirror;
   20: import java.io.IOException;
   21: import java.lang.reflect.Type;",Uses Java streams for data processing.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,fec9441e42a07002f17229e62d62082ab989548d,2022-04-23T12:19:39Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/fec9441e42a07002f17229e62d62082ab989548d,src/main/java/io/github/contractautomata/catlib/family/FMCA.java,21,https://github.com/contractautomataproject/ContractAutomataLib/blob/fec9441e42a07002f17229e62d62082ab989548d/src/main/java/io/github/contractautomata/catlib/family/FMCA.java#L21,parallelStream(,Parallel Streams,"19: 
   20: /**
>> 21:  * Class implementing a Featured Modal Contract Automaton (FMCA). <br>
   22:  * An FMCA pairs a modal contract automaton with a family, and provides operations on this pair. <br>
   23:  *",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,fec9441e42a07002f17229e62d62082ab989548d,2022-04-23T12:19:39Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/fec9441e42a07002f17229e62d62082ab989548d,src/main/java/io/github/contractautomata/catlib/family/Family.java,15,https://github.com/contractautomataproject/ContractAutomataLib/blob/fec9441e42a07002f17229e62d62082ab989548d/src/main/java/io/github/contractautomata/catlib/family/Family.java#L15,parallelStream(,Parallel Streams,"13: 
   14: /**
>> 15:  * Class implementing a family of products (i.e., a product line). <br>
   16:  * A family is represented by its products (or configurations). <br>
   17:  * In featured modal contract automata, partial products are also considered, also known as sub-families. <br>",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,953b9167070842f767f85d227df9235f7a7dca6d,2024-06-06T15:12:15Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/953b9167070842f767f85d227df9235f7a7dca6d,src/main/java/io/github/contractautomata/catlib/automaton/Automaton.java,16,https://github.com/contractautomataproject/ContractAutomataLib/blob/953b9167070842f767f85d227df9235f7a7dca6d/src/main/java/io/github/contractautomata/catlib/automaton/Automaton.java#L16,parallelStream(,Parallel Streams,"14: /**
   15:  * This class implements an automaton. <br>
>> 16:  * An automaton has a set of transitions, a set of states, an initial state and a set of final states. <br>
   17:  * The types of states, transitions, labels of transitions, are all generics and must extend the corresponding <br>
   18:  * super-class. <br>",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,5966bfaa1a04385993b030b15a2592c1db96d922,2024-06-05T10:08:45Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/5966bfaa1a04385993b030b15a2592c1db96d922,src/main/java/io/github/contractautomata/catlib/operations/UnionFunction.java,21,https://github.com/contractautomataproject/ContractAutomataLib/blob/5966bfaa1a04385993b030b15a2592c1db96d922/src/main/java/io/github/contractautomata/catlib/operations/UnionFunction.java#L21,parallelStream(,Parallel Streams,"19: 
   20: /**
>> 21:  * Class implementing the union function.  <br>
   22:  * This is the standard union operation of Finite State Automata, obtained by adding a
   23:  * new initial state with outgoing transitions to the initial states of the operands. <br>",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,a605d5612d0a5022080f4e5bfaefbbdc0415461f,2022-04-23T14:22:55Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/a605d5612d0a5022080f4e5bfaefbbdc0415461f,src/main/java/io/github/contractautomata/catlib/operations/ProjectionFunction.java,20,https://github.com/contractautomataproject/ContractAutomataLib/blob/a605d5612d0a5022080f4e5bfaefbbdc0415461f/src/main/java/io/github/contractautomata/catlib/operations/ProjectionFunction.java#L20,parallelStream(,Parallel Streams,"18: 
   19: /**
>> 20:  * Class implementing the projection function. <br>
   21:  * This function takes as arguments an automaton  (of rank>1)  and an index, and returns the principal automaton (of rank 1)
   22:  * at position index.  <br>",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,5966bfaa1a04385993b030b15a2592c1db96d922,2024-06-05T10:08:45Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/5966bfaa1a04385993b030b15a2592c1db96d922,src/main/java/io/github/contractautomata/catlib/operations/CompositionFunction.java,31,https://github.com/contractautomataproject/ContractAutomataLib/blob/5966bfaa1a04385993b030b15a2592c1db96d922/src/main/java/io/github/contractautomata/catlib/operations/CompositionFunction.java#L31,parallelStream(,Parallel Streams,"29: /**
   30:  * Class implementing the Composition Function. <br>
>> 31:  * The composition function supports an on-the-fly, bounded composition. <br>
   32:  * It is possible to invoke a composition stopping at a given depth, and invoking again at a greater depth. <br>
   33:  * In this case when reapplying the function, the previous states are stored and will not be generated again. <br>",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,fec9441e42a07002f17229e62d62082ab989548d,2022-04-23T12:19:39Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/fec9441e42a07002f17229e62d62082ab989548d,src/main/java/io/github/contractautomata/catlib/family/PartialProductGenerator.java,15,https://github.com/contractautomataproject/ContractAutomataLib/blob/fec9441e42a07002f17229e62d62082ab989548d/src/main/java/io/github/contractautomata/catlib/family/PartialProductGenerator.java#L15,parallelStream(,Parallel Streams,"13: 
   14: /**
>> 15:  * Class implementing the partial product generation operator. <br>
   16:  * This operator takes in input a set of total products (with all features assigned),<br>
   17:  * and returns a set of products comprehending total products and partial products (not all features assigned).<br>",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,748c9f3b8dfdc728855488b04d9403709ece146a,2023-04-03T16:14:56Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/748c9f3b8dfdc728855488b04d9403709ece146a,src/main/java/io/github/contractautomata/catlib/operations/ChoreographySynthesisOperator.java,26,https://github.com/contractautomataproject/ContractAutomataLib/blob/748c9f3b8dfdc728855488b04d9403709ece146a/src/main/java/io/github/contractautomata/catlib/operations/ChoreographySynthesisOperator.java#L26,parallelStream(,Parallel Streams,"24:  *     <li>Basile, D., et al., 2020.
   25:  *      Synthesis of Orchestrations and Choreographies: Bridging the Gap between Supervisory Control and Coordination of Services. Logical Methods in Computer Science, vol. 16(2), pp. 9:1 - 9:29.
>> 26:  *      (<a href=""https://doi.org/10.23638/LMCS-16(2:9)2020"">https://doi.org/10.23638/LMCS-16(2:9)2020</a>)</li>
   27:  * </ul>
   28:  *",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,fec9441e42a07002f17229e62d62082ab989548d,2022-04-23T12:19:39Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/fec9441e42a07002f17229e62d62082ab989548d,src/main/java/io/github/contractautomata/catlib/family/converters/FeatureIDEfamilyConverter.java,28,https://github.com/contractautomataproject/ContractAutomataLib/blob/fec9441e42a07002f17229e62d62082ab989548d/src/main/java/io/github/contractautomata/catlib/family/converters/FeatureIDEfamilyConverter.java#L28,parallelStream(,Parallel Streams,"26: 
   27: /**
>> 28:  * Class implementing import/export of products generated by FeatureIDE.
   29:  *
   30:  * @author Davide Basile",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,5966bfaa1a04385993b030b15a2592c1db96d922,2024-06-05T10:08:45Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/5966bfaa1a04385993b030b15a2592c1db96d922,src/main/java/io/github/contractautomata/catlib/operations/OrchestrationSynthesisOperator.java,27,https://github.com/contractautomataproject/ContractAutomataLib/blob/5966bfaa1a04385993b030b15a2592c1db96d922/src/main/java/io/github/contractautomata/catlib/operations/OrchestrationSynthesisOperator.java#L27,parallelStream(,Parallel Streams,"25:  *     <li>Basile, D., et al., 2020.
   26:  *      Synthesis of Orchestrations and Choreographies: Bridging the Gap between Supervisory Control and Coordination of Services. Logical Methods in Computer Science, vol. 16(2), pp. 9:1 - 9:29.
>> 27:  *      (<a href=""https://doi.org/10.23638/LMCS-16(2:9)2020"">https://doi.org/10.23638/LMCS-16(2:9)2020</a>)</li>
   28:  * </ul>
   29:  *",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,fec9441e42a07002f17229e62d62082ab989548d,2022-04-23T12:19:39Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/fec9441e42a07002f17229e62d62082ab989548d,src/main/java/io/github/contractautomata/catlib/operations/MpcSynthesisOperator.java,19,https://github.com/contractautomataproject/ContractAutomataLib/blob/fec9441e42a07002f17229e62d62082ab989548d/src/main/java/io/github/contractautomata/catlib/operations/MpcSynthesisOperator.java#L19,parallelStream(,Parallel Streams,"17:  *     <li>Basile, D., et al., 2020.
   18:  *      Synthesis of Orchestrations and Choreographies: Bridging the Gap between Supervisory Control and Coordination of Services. Logical Methods in Computer Science, vol. 16(2), pp. 9:1 - 9:29.
>> 19:  *      (<a href=""https://doi.org/10.23638/LMCS-16(2:9)2020"">https://doi.org/10.23638/LMCS-16(2:9)2020</a>)</li>
   20:  * </ul>
   21:  *",Introduces parallel processing on a stream.
contractautomataproject/ContractAutomataLib,https://github.com/contractautomataproject/ContractAutomataLib,5966bfaa1a04385993b030b15a2592c1db96d922,2024-06-05T10:08:45Z,https://github.com/contractautomataproject/ContractAutomataLib/commit/5966bfaa1a04385993b030b15a2592c1db96d922,src/main/java/io/github/contractautomata/catlib/operations/SplittingOrchestrationSynthesisOperator.java,27,https://github.com/contractautomataproject/ContractAutomataLib/blob/5966bfaa1a04385993b030b15a2592c1db96d922/src/main/java/io/github/contractautomata/catlib/operations/SplittingOrchestrationSynthesisOperator.java#L27,parallelStream(,Parallel Streams,"25: /**
   26:  * Class implementing the new orchestration synthesis operator.<br>
>> 27:  *
   28:  * @author Davide Basile
   29:  *",Introduces parallel processing on a stream.
EduardRK/Tinkoff_Java_First_Sem,https://github.com/EduardRK/Tinkoff_Java_First_Sem,bbc6ca16765ca87d3e22d8e89a3c8b7c04fe720a,2023-11-24T09:00:51Z,https://github.com/EduardRK/Tinkoff_Java_First_Sem/commit/bbc6ca16765ca87d3e22d8e89a3c8b7c04fe720a,src/main/java/edu/hw7/Task2/Task2.java,7,https://github.com/EduardRK/Tinkoff_Java_First_Sem/blob/bbc6ca16765ca87d3e22d8e89a3c8b7c04fe720a/src/main/java/edu/hw7/Task2/Task2.java#L7,parallelStream(,Parallel Streams,"5: import java.util.List;
   6: 
>> 7: public final class Task2 {
   8:     private Task2() {
   9:     }",Introduces parallel processing on a stream.
EduardRK/Tinkoff_Java_First_Sem,https://github.com/EduardRK/Tinkoff_Java_First_Sem,c72ffa6b379e7aac9ed5585b2e205b3f18f26675,2023-12-21T07:53:32Z,https://github.com/EduardRK/Tinkoff_Java_First_Sem/commit/c72ffa6b379e7aac9ed5585b2e205b3f18f26675,src/main/java/edu/hw4/Tasks/Task18.java,9,https://github.com/EduardRK/Tinkoff_Java_First_Sem/blob/c72ffa6b379e7aac9ed5585b2e205b3f18f26675/src/main/java/edu/hw4/Tasks/Task18.java#L9,Arrays.stream(,Streams,"7: import java.util.Objects;
   8: 
>> 9: public final class Task18 {
   10:     private Task18() {
   11:     }",Uses Java streams for data processing.
EduardRK/Tinkoff_Java_First_Sem,https://github.com/EduardRK/Tinkoff_Java_First_Sem,c15ad36844437f07c34062a027fe7effa3a6de18,2023-12-21T20:19:23Z,https://github.com/EduardRK/Tinkoff_Java_First_Sem/commit/c15ad36844437f07c34062a027fe7effa3a6de18,src/main/java/edu/hw6/Task1/DirectoryManager.java,18,https://github.com/EduardRK/Tinkoff_Java_First_Sem/blob/c15ad36844437f07c34062a027fe7effa3a6de18/src/main/java/edu/hw6/Task1/DirectoryManager.java#L18,Arrays.stream(,Streams,"16: import org.jetbrains.annotations.NotNull;
   17: 
>> 18: public class DirectoryManager implements Directory {
   19:     private final static Logger LOGGER = LogManager.getLogger();
   20:     private final File directory;",Uses Java streams for data processing.
EduardRK/Tinkoff_Java_First_Sem,https://github.com/EduardRK/Tinkoff_Java_First_Sem,d0e645b8aabd7522d805f715b0b52d1cd2cf2d73,2023-12-13T19:09:05Z,https://github.com/EduardRK/Tinkoff_Java_First_Sem/commit/d0e645b8aabd7522d805f715b0b52d1cd2cf2d73,src/main/java/edu/hw9/Task1/Statistic/StatisticMax.java,5,https://github.com/EduardRK/Tinkoff_Java_First_Sem/blob/d0e645b8aabd7522d805f715b0b52d1cd2cf2d73/src/main/java/edu/hw9/Task1/Statistic/StatisticMax.java#L5,Arrays.stream(,Streams,"3: import java.util.Arrays;
   4: 
>> 5: public class StatisticMax extends Statistic {
   6: 
   7:     public StatisticMax(double[] values) {",Uses Java streams for data processing.
EduardRK/Tinkoff_Java_First_Sem,https://github.com/EduardRK/Tinkoff_Java_First_Sem,c15ad36844437f07c34062a027fe7effa3a6de18,2023-12-21T20:19:23Z,https://github.com/EduardRK/Tinkoff_Java_First_Sem/commit/c15ad36844437f07c34062a027fe7effa3a6de18,src/main/java/edu/hw10/Task2/CacheProxy.java,19,https://github.com/EduardRK/Tinkoff_Java_First_Sem/blob/c15ad36844437f07c34062a027fe7effa3a6de18/src/main/java/edu/hw10/Task2/CacheProxy.java#L19,Arrays.stream(,Streams,"17: import org.jetbrains.annotations.NotNull;
   18: 
>> 19: public class CacheProxy implements InvocationHandler {
   20:     private static final String CACHE_EXTENSION = "".cache"";
   21:     private final Path dir;",Uses Java streams for data processing.
